Character,Middle Chinese,Cantonese,Mandarin
祏,dzyek4,sek6,shi2
祐,hjuw3,jau6,you4
祓,phjut4,fat1,fu2
祕,pij3,bei3,mi4
祖,tsu2,zou2,zu3
祗,tsyij1,zi1,zhi1
祚,dzu3,zou6,zuo4
祜,hu2,wu6,hu4
祝,tsyuwk4,zuk1,zhu4
祝,tsyuw3,zau3,zhou4
祟,swij3,seoi6,sui4
祠,zi1,ci4,ci2
祡,dzrɛɨ1,caai4,chai2
祥,zjang1,coeng4,xiang2
祧,thew1,tiu1,tiao1
祩,tsyu3,zyu1,zhu4
祫,hɛp4,haap6,xia2
祭,tsjej3,zai3,ji4
祭,tsrɛj3,zaai3,zhai4
祺,gi1,kei4,qi2
祼,kwan3,gun3,guan4
祽,tswoj3,zeoi3,zui4
祿,luwk4,luk6,lu4
禁,kim1,gam1,jin1
禁,kim3,gam3,jin4
禂,taw2,tou2,dao3
禊,hej3,hai6,xi4
禋,ʔin1,jan1,yin1
禍,hwa2,wo6,huo4
禎,trjieng1,zing1,zhen1
福,pjuwk4,fuk1,fu2
福,phjuw3,fu3,fu4
禓,yang1,joeng4,yang2
禔,tsye1,tai4,ti2
禕,ʔje1,ji1,yi1
禖,mwoj1,mui4,mei2
禗,si1,si1,si1
禘,dej3,dai3,di4
禛,tsyin1,zan1,zhen1
禜,hjwæng1,wing6,yong3
禠,sje1,si1,si1
禡,mæ3,maa6,ma4
禦,ngjo2,jyu6,yu4
禧,xi1,hei1,xi3
禨,kjɨj1,gei1,ji1
禨,kjɨj1,gei6,ji4
禪,dzyen1,sim4,chan2
禪,dzyen3,sin6,shan4
禫,dom2,daam6,dan4
禮,lej2,lai5,li3
禰,nej2,nei5,ni3
禰,nej2,nei4,mi2
禱,taw2,tou2,dao3
禴,yak4,joek6,yue4
禶,dzan2,zaan6,zan4
禷,lwij3,leoi6,lei4
禹,hju2,jyu5,yu3
禺,ngju3,jyu6,yu2
禺,ngju1,jyu4,yu2
离,trhje1,ci1,chi1
离,lje1,lei4,li2
禽,gim1,kam4,qin2
禾,hwa1,wo4,he2
禿,thuwk4,tuk1,tu1
秀,sjuw3,sau3,xiu4
私,sij1,si1,si1
秄,tsi2,zi2,zi3
秅,dræ1,caa3,cha2
秈,sjen1,sin1,xian1
秉,pjæng2,bing2,bing3
种,drjuwng1,cung4,chong2
秏,xwoj3,hou3,hao4
科,khwa1,fo1,ke1
秒,mjew2,miu5,miao3
秕,pij2,bei2,bi3
秘,pij3,bei3,mi4
秝,lek4,lik6,li4
租,tsu1,zou1,zu1
秠,phij1,pei1,pi1
秣,mwat4,mut3,mo4
秤,tshying3,cing3,cheng4
秦,dzin1,ceon4,qin2
秧,ʔjang1,joeng1,yang1
秩,drit4,dit6,zhi4
秫,zywit4,seot6,shu2
秫,zywit4,seot6,shu4
秬,gjo2,geoi6,ju4
秭,tsij2,zi2,zi3
秷,trit4,zat6,zhi4
秸,kɛt4,gaai1,jie1
秺,tu3,dou6,du4
移,ye1,ji4,yi2
稀,xjɨj1,hei1,xi1
稂,lang1,long4,lang2
稃,phju1,fu1,fu1
稅,sywej3,seoi3,shui4
稈,kan2,gon2,gan3
稊,dej1,tai4,ti2
程,drjieng1,cing4,cheng2
稌,thu1,dou6,tu2
稍,sræw3,saau2,shao1
稑,ljuwk4,ling4,lu4
稒,ku3,gu3,gu4
稔,nyim2,jam5,ren3
稗,bɛɨ3,bai6,bai4
稘,ki1,gei1,ji1
稙,trik4,zik6,zhi4
稚,drij3,zi6,zhi4
稜,long1,ling4,leng2
稞,khwa1,fo1,ke1
稟,pim2,ban2,bing3
稠,drjuw1,cau4,chou2
種,tsyowng2,zung2,zhong3
種,tsyowng3,zung3,zhong4
稱,tshying1,cing1,cheng1
稱,tshying3,cing3,chen4
稵,tsi1,zi1,zi1
稷,tsik4,zik1,ji4
稹,tsyin1,zan2,zhen3
稻,daw2,dou6,dao4
稼,kæ3,gaa3,jia4
稽,kej1,kai1,ji1
稽,khej2,kai2,qi3
穀,kuwk4,guk1,gu3
穄,tsjej3,zai3,ji4
穆,mjuwk4,muk6,mu4
穇,sræm1,saam1,can3
穊,kij3,gei3,ji4
穋,ljuwk4,luk6,lu4
穌,su1,sou1,su1
穎,ywieng2,wing6,ying3
穖,kjɨj2,gei3,ji3
穗,zwij3,seoi6,sui4
穚,kjew1,giu1,jiao1
穛,tsræwk4,zoek3,zhuo1
穜,duwng1,tung4,tong2
穠,nrjowng1,nung4,nong2
穡,srik4,sik1,se4
穡,srik4,sik1,se4
穡,srik4,sik1,se4
穢,ʔjwoj3,wai3,hui4
穥,yo3,jyu6,yu4
穧,tsej3,zai3,ji4
穩,ʔwon2,wan2,wen3
穫,hwak4,wok6,huo4
穬,kwæng2,gwong2,gong3
穭,ljo2,leoi5,lü3
穰,nyang1,joeng4,rang2
穲,lje1,lei4,li2
穴,hwet4,jyut6,xue2
穵,ʔwɛt4,waat3,wa1
究,kjuw3,gau3,jiu1
穸,zjek4,zik6,xi1
穹,khjuwng1,kung4,qiong2
穿,tshywen1,cyun1,chuan1
窀,trwin1,zeon1,zhun1
突,dwot4,dat6,tu1
窄,tsræk4,zaak3,zhai3
窅,ʔæw1,jiu2,yao3
窆,pjem3,bin2,bian3
窇,bæwk4,bok6,bao2
窈,ʔew2,jiu2,yao3
窊,ʔwæ1,waa1,wa1
窋,trwit4,zyut3,zhu2
窌,læw1,gaau3,jiao4
窒,trit4,zat6,zhi4
窔,ʔew3,jiu2,yao4
窕,dew2,tiu5,tiao3
窖,kæw3,gaau3,jiao4
窗,tshræwng1,coeng1,chuang1
窘,gin2,kwan3,jiong3
窙,xæw1,haau1,xiao1
窞,dom2,daam6,dan4
窟,khwot4,fat1,ku1
窠,khwa1,fo1,ke1
窣,swot4,seot1,su1
窨,ʔim3,jam3,yin4
窪,ʔwæ1,waa1,wa1
窫,ʔɛt4,jaak3,ya4
窬,yu1,jyu4,yu2
窮,gjuwng1,kung4,qiong2
窯,yew1,jiu4,yao2
窱,thew2,tiu5,tiao3
窳,yu2,jyu5,yu3
窵,tew3,diu3,diao4
窶,gju2,geoi6,ju4
窸,sit4,sik1,xi1
窺,khjwe1,kwai1,kui1
窾,khwan2,fo1,kuan3
窿,ljuwng1,lung4,long2
竀,trhæng1,cing1,cheng1
竁,tshjwej3,ceoi3,cui4
竄,tshwan3,cyun3,cuan4
竅,khew3,hiu3,qiao4
竇,duw3,dau6,dou4
竈,tsaw3,zou3,zao4
竉,luwng2,lung1,long3
竊,tshet4,sit3,qie4
立,lip4,lap6,li4
竑,hwɛng1,wang4,hong2
站,trɛm3,zaam6,zhan4
竟,kjæng3,ging2,jing4
竣,tshwin1,zeon3,jun4
童,duwng1,tung4,tong2
竦,sjowng2,sung2,song3
竩,ngje3,ji6,yi4
竫,dzjieng2,zing6,jing4
竭,gjot4,kit3,jie2
竮,pheng1,ping4,ping2
端,twan1,dyun1,duan1
竱,twan1,zyun2,zhuan3
競,gjæng3,ging6,jing4
竹,trjuwk4,zuk1,zhu2
竺,tuwk4,duk1,du3
竺,trjuwk4,zuk1,zhu2
竻,lok4,lak6,le4
竽,hju1,jyu4,yu2
竿,kan1,gon1,gan1
笄,kej1,gai1,ji1
笅,hæw1,gaau2,xiao2
笆,pæ1,baa1,ba1
笈,gip4,kap6,ji2
笊,tsræw2,zaau3,zhao4
笏,xwot4,fat1,hu4
笑,sjew3,siu3,xiao4
笓,bej1,bei6,pi2
笘,tep4,sim1,shan1
笙,sræng1,saang1,sheng1
笛,dek4,dek6,di2
笞,trhi1,ci1,chi1
笠,lip4,lap1,li4
笡,tshjæ3,ce3,qie4
笢,min1,man5,min3
笥,si3,zi6,si4
符,bju1,fu4,fu2
笨,pwon2,ban6,ben4
笪,tat4,daat3,da2
笫,tsri2,zi2,zi3
第,dej3,dai6,di4
笮,tsræ3,zaak3,ze2
笯,nu1,nou4,fan2
笰,pjut4,fat1,fu2
笱,kuw2,gau2,gou3
笲,bjwon1,faan4,fan2
笳,kæ1,gaa1,jia1
笴,kan2,gon2,gan3
筀,kwej3,gai3,gui4
筄,yew3,jiu6,yao4
筅,sen2,sin2,xian3
筆,pit4,bat1,bi3
筇,gjowng1,kung4,qiong2
筈,kwat4,kut3,kuo4
等,toj2,dang2,deng3
筊,hæw1,gaau2,jiao3
筋,kjɨn1,gan1,jin1
筌,tshjwen1,cyun4,quan2
筍,swin2,seon2,sun3
筏,bjwot4,fat6,fa2
筐,khjwang1,hong1,kuang1
筑,trjuwk4,zuk1,zhu4
筑,drjuwk4,zuk1,zhu4
筒,duwng1,tung4,tong3
答,top4,daap3,da2
筕,hang1,hang4,hang2
策,tshrɛk4,caak3,ce4
筠,hjin1,wan4,yun2
筠,hjin1,wan4,jun1
筡,trhjo1,tou4,jian4
筣,li1,lei4,li4
筤,lang1,long4,lang2
筦,kwan2,gun2,guan3
筧,ken2,gaan2,jian3
筭,swan3,syun3,suan4
筮,dzyej3,sai6,shi4
筰,dzak4,zok6,zuo2
筱,sew2,siu2,xiao3
筲,sræw1,saau1,shao1
筳,deng1,jin4,ting2
筴,tshrɛk4,caak3,ce4
筵,yen1,jin4,yan2
箄,pje1,bei6,bei1
箅,pej3,bei3,bi4
箋,tsen1,zin1,jian1
箍,ku1,ku1,gu1
箏,tsrɛng1,zang1,zheng1
箐,tsjieng1,zing1,jing1
箑,srjep4,zit6,sha4
箔,bwak4,bok6,bo2
箕,ki1,gei1,ji1
箖,lim1,lam4,lin2
算,swan2,syun3,suan4
箘,khin1,kwan1,jun4
箙,bjuwk4,fuk6,fu2
箛,ku1,gu1,gu1
箜,khuwng1,hung1,kong1
箝,gjem1,kim4,qian2
箠,trjwe1,zeoi1,chui2
管,kwan2,gun2,guan3
箬,nyak4,joek6,ruo4
箭,tsjen3,zin3,jian4
箯,bjen1,bin1,bian1
箱,sjang1,soeng1,xiang1
箲,sen2,sin2,xian3
箴,tsyim1,zam1,zhen1
箷,ye1,ji4,shi1
箸,trjo3,zyu6,zhu4
箿,dzip4,zaap6,ji2
節,tset4,zit3,jie2
篁,hwang1,wong4,huang2
範,bjom2,faan6,fan4
篆,drjwen2,syun6,zhuan4
篇,phjen1,pin1,pian1
築,trjuwk4,zuk1,zhu4
篋,khep4,haap6,qie4
篌,huw1,hau4,hou2
篔,hjun1,wan4,yun2
篘,tshrjuw1,cau1,chou1
篙,kaw1,gou1,gao1
篚,pjwɨj2,fei2,fei3
篝,kuw1,gau1,gou1
篞,net4,nip6,nie4
篟,tshen3,sin3,qian4
篠,sew2,siu2,xiao3
篡,tshrwæn3,saan3,cuan4
篣,bang1,pang4,pang2
篤,towk4,duk1,du3
篥,lit4,leot6,li4
篦,pej1,bei6,bi4
篨,drjo1,ceoi4,chu2
篩,srij1,sai1,shai1
篪,drje1,ci4,chi2
篲,zjwej3,wai6,hui4
篳,pit4,bat1,bi4
篷,buwng1,pung4,peng2
篸,tsom1,zaam1,zan1
篻,mjew1,piu3,piao3
篽,ngjo2,jyu5,yu4
篾,met4,mit6,mie4
篿,dwan1,tyun4,tuan2
簀,tsrɛk4,zaak3,ze2
簂,kwoj3,gwok3,gui4
簃,ye1,ji4,yi2
簇,tshuwk4,cuk1,cu4
簉,tshrjuw3,zou6,zao4
簋,kwij2,gwai2,gui3
簍,luw1,lau5,lou3
簎,dzræwk4,caak3,ce4
簙,pwak4,bok3,bo2
簜,thang1,dong1,dang4
簝,lew1,liu4,liao2
簞,tan1,daan1,dan1
簟,dem2,dim3,dian4
簠,pju1,fu2,fu3
簡,kɛn2,gaan2,jian3
簢,min2,man5,min3
簣,gwij3,gwai6,kui4
簥,kjew1,giu1,jiao1
簦,tong1,dang1,deng1
簧,hwang1,wong4,huang2
簨,swin2,seon2,sun3
簪,tsrim1,zaam1,zan1
簫,sew1,siu1,xiao1
簬,lu3,lou6,lu4
簭,dzyej3,sai6,shi4
簳,kan2,gon3,gan3
簵,lu3,lou6,lu4
簸,pwa2,bo3,bo3
簹,tang1,dong1,dang1
簻,khwa1,gwo6,ke1
簾,ljem1,lim4,lian2
簿,bu2,bou6,bu4
籀,drjuw3,zau6,zhou4
籃,lam1,laam4,lan2
籈,tsyin1,zan1,zhen1
籉,doj1,toi4,tai2
籊,dek4,tik1,ti4
籌,drjuw1,cau4,chou2
籍,dzjek4,zik6,ji2
籓,pjwon1,bun1,fan1
籔,srju2,sau2,sou3
籙,ljowk4,luk6,lu4
籚,lu1,lou4,lu2
籛,tsen1,zin1,jian1
籜,thak4,tok3,tuo4
籟,laj3,laai6,lai4
籠,luwng1,lung4,long2
籠,ljowng1,lung4,long2
籠,luwng2,lung5,long3
籤,tshjem1,cim1,qian1
籥,yak4,joek6,yue4
籦,tsyowng1,zung1,zhong1
籧,gjo1,keoi4,qu2
籩,pen1,bin1,bian1
籫,tswan2,zyun2,zuan3
籬,lje1,lei4,li2
籮,la1,lo4,luo2
籰,hjwak4,jyut6,yue4
籲,yu3,jyu6,yu4
籸,srin1,saam2,shen1
籹,nrjo2,jyu5,nü3
籺,het4,hat6,he2
粄,pwan2,bun2,ban3
粉,pjun2,fan2,fen3
粒,lip4,nap1,li4
粔,gjo2,geoi6,ju4
粕,phwak4,pok3,po4
粗,dzu2,cou1,cu1
粘,nrjem1,nim1,zhan1
粞,sej1,sai1,xi1
粟,sjowk4,suk1,su4
粢,tsij1,zi1,zi1
粥,tsyuwk4,zuk1,zhou1
粥,yuwk4,juk6,yu4
粯,hɛn3,jin6,xian4
粱,ljang1,loeng4,liang2
粲,tshan3,caan3,can4
粳,kæng1,gang1,jing1
粵,hjwot4,jyut6,yue4
粵,hjwot4,jyut6,yue4
粵,hjwot4,jyut6,yue4
粹,swij3,seoi3,cui4
粺,bɛɨ3,baai6,bai4
粻,trjang1,zoeng1,zhang1
粼,lin1,leon4,lin2
粽,tsuwng3,zung3,zong4
精,tsjieng1,zing1,jing1
粿,kwa2,gwo2,guo3
糅,nrjuw3,nau6,rou2
糈,sjo2,seoi2,xu3
糊,hu1,wu4,hu2
糒,bij3,bei6,bei4
糔,sjuw2,sau2,xiu3
糖,dang1,tong4,tang2
糗,khjuw2,cau3,qiu3
糙,tshaw3,cou3,cao1
糜,mje1,mei4,mi2
糜,mje1,mei4,mi2
糝,som2,saam2,san3
糞,pjun3,fan3,fen4
糟,tsaw1,zou1,zao1
糠,khang1,hong1,kang1
糦,tshyi3,ci3,chi4
糧,ljang1,loeng4,liang2
糪,pɛk4,baak3,bo4
糱,ngjet4,jit6,nie4
糲,ljej3,lai6,li4
糳,tsak4,zok6,zuo4
糴,dek4,dek6,di2
糶,thew3,tiu3,tiao4
糷,lan3,laan4,lan2
糸,mek4,mik6,mi4
系,hej3,hai6,xi4
糾,kjiw2,gau2,jiu1
紀,ki2,gei2,ji4
紂,drjuw2,zau6,zhou4
紃,zywin1,ceon4,xun2
約,ʔjak4,joek3,yue1
紅,huwng1,hung4,hong2
紆,ʔju1,jyu1,yu1
紇,hot4,gat1,he2
紈,hwan1,jyun4,wan2
紉,nrin1,jan6,ren4
紊,mjun3,man6,wen3
納,nop4,naap6,na4
紐,nrjuw2,nau5,niu3
紑,phjuw1,fau4,fou2
紓,syo1,syu1,shu1
純,dzywin1,seon4,chun2
純,tsywin2,zeon2,zhun3
紕,phij1,pei1,pi1
紕,bje1,pei4,pi2
紖,drin2,zan6,zhen4
紗,sræ1,saa1,sha1
紘,hwɛng1,wang4,hong2
紙,tsye2,zi2,zhi3
級,kip4,kap1,ji2
紛,phjun1,fan1,fen1
紜,hjun1,wan4,yun2
紝,nyim1,jam4,ren4
紞,tam2,daam1,dan3
紟,gim3,gam1,jin1
素,su3,sou3,su4
紡,phjwang2,fong2,fang3
索,sak4,sok3,suo3
索,srjæk4,saak3,suo3
索,sak4,sok3,suo3
紨,phju1,fu1,fu4
紩,drit4,zat6,zhi4
紫,tsje2,zi2,zi3
紬,drjuw1,cau4,chou2
紮,tsrɛt4,zaat3,za1
累,ljwe2,leoi5,lei3
累,ljwe3,leoi6,lei4
累,ljwe3,leoi6,lei2
細,sej3,sai3,xi4
紱,pjut4,fat1,fu2
紲,sjet4,sit3,xie4
紳,syin1,san1,shen1
紵,drjo2,cyu5,zhu4
紹,dzyew2,siu6,shao4
紺,kom3,gam3,gan4
紻,ʔjang2,joeng2,yang3
紼,pjut4,fat1,fu2
紽,da1,to4,tuo2
紾,tsyin2,can2,zhen3
紿,doj2,toi5,dai4
絀,trwit4,zyut3,zhuo2
絁,sye1,si1,shi1
終,tsyuwng1,zung1,zhong1
絃,hen1,jin4,xian2
組,tsu2,zou2,zu3
絅,kweng1,gwing2,jiong3
絆,pwan3,bun6,ban4
絇,gju1,keoi4,ju4
絎,hæng3,hong4,hang2
結,ket4,git3,jie2
絑,tsyu1,zyu1,geng4
絓,hwɛɨ3,gwaa3,gua4
絕,dzjwet4,zyut6,jue2
絘,tshij3,ci3,ci4
絛,thaw1,tou1,tao1
絜,ket4,git3,xie2
絝,khu3,fu3,ku4
絞,kæw2,gaau2,jiao3
絡,lak4,lok3,luo4
絢,xwen3,hyun3,xuan4
絣,pɛng1,bang1,beng1
給,kip4,kap1,gei3
給,kip4,kap1,ji3
絨,nyuwng1,jung4,rong2
絪,ʔin1,jan1,yin1
絭,khjwon3,gyun3,juan4
絮,sjo3,seoi5,xu4
絯,koj1,goi1,gai1
絰,det4,dit6,die2
統,thowng3,tung2,tong3
絲,si1,si1,si1
絳,kæwng3,gong3,jiang4
絹,kjwen3,gyun3,juan4
絺,trhij1,ci1,chi1
絻,mwan1,man5,mian3
絻,mjun3,man6,wen4
絿,gjuw1,kau4,qiu2
綃,sjew1,siu1,xiao1
綄,hwan1,waan4,huan3
綆,kæng2,gang2,geng3
綈,dej1,tai4,ti2
綌,khjæk4,gwik1,xi4
綍,pjut4,fat1,fu2
綎,deng1,ting1,ting1
綏,swij1,seoi1,sui2
經,keng1,ging1,jing1
綜,tsowng3,zung3,zong1
綜,tsowng3,zung3,zeng4
綝,trhim1,sam1,chen1
綞,twa2,do2,duo3
綟,lej3,lit6,li4
綠,ljowk4,luk6,lü4
綢,thaw1,cau4,chou2
綣,khjwon2,hyun2,quan3
綦,gi1,kei4,qi2
綨,gi1,kei4,qi2
綪,tsrɛng1,sin3,qian4
綪,tsrɛng1,zang1,zheng1
綬,dzyuw2,sau6,shou4
維,ywij1,wai4,wei2
綮,khej2,kai2,qi3
綯,daw1,tou4,tao2
綰,ʔwæn2,waan2,wan3
綱,kang1,gong1,gang1
網,mjwang2,mong5,wang3
綴,trjwej3,zeoi3,zhui4
綵,tshoj2,coi2,cai3
綷,tswoj3,ceoi3,cui4
綸,lwin1,leon4,lun2
綸,kwɛn1,gwaan1,guan1
綹,ljuw2,lau5,liu3
綺,khje2,ji2,qi3
綻,drɛn3,zaan6,zhan4
綼,bit4,bik1,bei1
綽,tshyak4,coek3,chuo4
綾,ling1,ling4,ling2
綿,mjen1,min4,mian2
緁,tshjep4,cap1,qie4
緂,tham1,taam1,tan1
緄,kwon2,kwan2,gun3
緅,tsrjuw1,zau1,zou1
緆,sek4,sik1,xi1
緇,tsri1,zi1,zi1
緉,ljang2,loeng5,liang3
緊,kin2,gan2,jin3
緋,pjwɨj1,fei1,fei1
緌,nywij1,jeoi4,rui2
緎,hjwik4,wik6,yu4
緒,zjo2,seoi5,xu4
緗,sjang1,soeng1,xiang1
緘,kɛm1,gaam1,jian1
緙,khɛk4,hak1,ke4
線,sjen3,sin3,xian4
緝,tship4,cap1,ji1
緞,dwan2,dyun6,duan4
緟,drjowng1,cung4,zhong4
締,dej1,dai3,di4
緡,min1,man4,min2
緣,ywen1,jyun4,yuan2
緤,sjet4,sit3,xie4
緦,si1,si1,si1
緩,hwan2,wun6,huan3
緬,mjen2,min5,mian3
緯,hjwɨj3,wai6,wei3
緰,sju1,syu1,yu2
緱,kuw1,gau1,gou1
練,len3,lin6,lian4
緶,bjen1,pin4,pian2
緹,dej1,tai4,ti2
緺,kwɛɨ1,waa1,gua1
緻,drij3,zi3,zhi4
縈,ʔjwieng1,jing4,ying2
縉,tsin3,zeon3,jin4
縊,ʔje3,ai3,yi4
縋,drjwe3,zeoi6,zhui4
縍,pang1,bong1,bang1
縎,kwot4,gwat1,gu3
縐,tshræw3,zau3,zhou4
縑,kem1,gim1,jian1
縒,tshrje1,ci1,ci1
縓,tshjwen1,cyun3,quan2
縗,tshwoj1,ceoi1,cui1
縛,bwa3,bok3,fu4
縝,trhin1,can2,zhen3
縞,kaw2,gou2,gao3
縟,nyowk4,juk6,ru4
縠,huwk4,huk6,hu2
縡,tsoj2,zoi2,zai3
縢,dong1,tang4,teng2
縣,hwen3,jyun6,xian4
縣,hwen1,jyun4,xuan2
縫,bjowng1,fung4,feng2
縫,bjowng3,fung6,feng4
縭,lje1,lei4,li2
縮,srjuwk4,suk1,suo1
縰,srje2,saai2,xi3
縱,tsjowng3,zung3,zong4
縱,tsjowng1,zung1,zong4
縵,mwan3,maan6,man4
縶,trip4,zap1,zhi2
縷,lju2,leoi5,lü3
縺,len1,lin4,lian2
總,tsuwng2,zung2,zong3
績,tsek4,zik1,ji4
縿,sræm1,saam1,shan1
繀,swoj3,seoi3,sui4
繁,bjwon1,faan4,fan2
繃,pɛng1,bang1,beng1
繄,ʔej1,ji1,yi1
繇,yew1,jiu4,yao2
繇,yuw1,jau4,you2
繇,drjuw3,zau6,zhou4
繈,kjang2,koeng5,qiang3
繐,hwej3,seoi3,sui4
繑,khjew1,hiu5,qiao1
繒,dzing1,zang1,zeng1
織,tsyi3,zik1,zhi1
繕,dzyen3,sin6,shan4
繖,san2,saan3,san3
繗,lin1,leon4,lin2
繙,bjwon1,faan4,fan2
繚,lew1,liu4,liao2
繛,tshyak4,coek3,chuo4
繜,tswon1,zeon1,zun1
繞,nyew3,jiu2,rao4
繞,nyew3,jiu2,rao4
繟,dan1,cin2,chan3
繠,nywe2,jeoi5,rui3
繡,sjuw3,sau3,xiu4
繢,hwoj3,kui2,hui4
繣,hwɛɨ3,waak6,hua4
繩,zying1,sing4,sheng2
繪,hwaj3,kui2,hui4
繫,kej3,hai6,ji4
繫,hej3,hai6,xi4
繭,ken2,gaan2,jian3
繯,hwæn3,waan6,huan2
繰,tsaw2,zou2,zao3
繰,saw1,sou1,sao1
繲,kɛɨ3,faai3,jie4
繳,kew2,giu2,jiao3
繳,tsyak4,zoek3,zhuo2
繵,dan2,daan6,dan4
繶,ʔjɨj1,jik1,yi4
繹,yek4,jik6,yi4
繼,kej3,gai3,ji4
繽,phin1,ban1,bin1
繾,khjen2,hin2,qian3
纁,xjun1,fan1,xun1
纂,tswan2,zyun2,zuan3
纆,mok4,mak6,mo4
纇,lwoj3,leoi6,lei4
纈,het4,kit3,xie2
纊,khwang3,kwong3,kuang4
續,zjowk4,zuk6,xu4
纍,lwij1,leoi4,lei2
纏,drjen1,cin4,chan2
纑,lu1,lou4,lu2
纓,ʔjieng1,jing1,ying1
纕,sjang1,soeng1,xiang1
纖,sjem1,cim1,xian1
纗,tsje1,kwai4,zui1
纚,srje2,saai2,xi3
纛,daw3,dou6,dao4
纜,lom2,laam6,lan3
缶,pjuw2,fau2,fou3
缸,hæwng1,gong1,gang1
缹,pjuw2,fau2,fou3
缺,khwet4,kyut3,que1
缽,pwat4,but3,bo1
缿,hæwng2,hoeng3,xiang4
罃,ʔɛng1,aang1,ying1
罄,kheng3,hing3,qing4
罅,xæ3,laa3,xia4
罊,khej3,hak1,qi4
罌,ʔɛng1,aang1,ying1
罍,lwoj1,leoi4,lei2
罏,lu1,lou4,lu2
罔,mjwang2,mong5,wang3
罘,bjuw1,fau4,fu2
罛,ku1,gu1,gu1
罜,tsyu3,zyu3,zhu3
罝,tsjæ1,ze1,ju1
罞,muwng1,mung4,ba
罟,ku2,gu2,gu3
罠,min1,man4,min2
罥,kwen2,gyun3,juan4
罧,sim2,lam6,shen4
罨,ʔjem2,jim2,yan3
罩,træw3,zaau3,zhao4
罪,dzwoj2,zeoi6,zui4
罬,trjwet4,dyut3,zhuo2
罭,hjwik4,wik6,yu4
置,tri3,zi3,zhi4
罰,bjwot4,fat6,fa2
罱,lam2,laam5,lan3
署,dzyo3,cyu5,shu3
署,dzyo3,cyu5,shu3
罳,si1,si1,si1
罵,mæ2,maa6,ma4
罶,ljuw2,lau5,liu3
罷,bje2,baa6,ba4
罹,lje1,lei4,li2
罺,tsræw1,caau3,chao2
罻,ʔjwɨj3,wai3,wei4
罽,kjej3,gai3,ji4
罾,tsong1,zang1,zeng1
羃,mek4,mik6,mi4
羅,la1,lo4,luo2
羆,pje1,bei1,pi2
羇,kje1,gei1,ji1
羈,kje1,gei1,ji1
羉,lwan1,lyun4,luan2
羊,yang1,joeng4,yang2
羋,mje2,me1,mie1
羋,mje2,mei5,mi3
羌,khjang1,goeng1,qiang1
羍,that4,taat3,da2
美,mij2,mei5,mei3
羑,yuw2,jau5,you3
羔,kaw1,gou1,gao1
羕,yang3,joeng6,yang4
羖,ku2,gu2,gu3
羚,leng1,ling4,ling2
羛,xje1,ji6,yi4
羛,xje1,hei3,xi1
羜,drjo2,cyu5,zhu4
羝,tej1,dai1,di1
羞,sjuw1,sau1,xiu1
羠,yij1,ji4,yi2
群,gjun1,kwan4,qun2
羨,zjen3,sin6,xian4
義,ngje3,ji6,yi4
羭,yu1,jyu4,yu2
羯,kjot4,kit3,jie2
羱,ngjwon1,jyun4,yuan2
羲,xje1,hei1,xi1
羴,xɛn1,zin1,shan1
羵,bjun1,fan4,fen3
羶,syen1,zin1,shan1
羸,ljwe1,leoi4,lei2
羹,kæng1,gang1,geng1
羼,tshrɛn2,caan3,chan4
羽,hju2,jyu5,yu3
羾,kuwng3,hung4,chong1
羿,ngej3,ngai6,yi4
翀,drjuwng1,cung1,chong1
翁,ʔuwng1,jung1,weng1
翃,hwɛng1,wang4,hong2
翅,sye3,ci3,chi4
翇,pjut4,fat1,fu2
翉,phwon2,pun2,pen3
翊,yik4,jik6,yi4
翌,yik4,jik6,yi4
翎,leng1,ling4,ling2
翏,lew1,liu6,liu4
翐,drit4,dit6,qiao4
習,zip4,zaap6,xi2
翔,zjang1,coeng4,xiang2
翕,xip4,jap1,xi1
翛,sew1,siu1,xiao1
翛,syuwk4,suk1,shu1
翜,srip4,saap3,sha4
翟,dek4,dik6,di2
翟,dræk4,zaak6,zhai2
翠,tshwij3,ceoi3,cui4
翡,bjwɨj3,fei2,fei3
翥,tsyo3,zyu3,zhu4
翦,tsjen2,zin2,jian3
翦,tsjen2,zin2,jian3
翨,sye3,ci3,shi4
翩,phjen1,pin1,pian1
翫,ngwan3,wun6,wan2
翬,xjwɨj1,fai1,hui1
翭,huw1,hau4,hou2
翮,hɛk4,hat6,he2
翯,howk4,hok6,he4
翰,han1,hon6,han4
翱,ngaw1,ngou4,ao2
翳,ʔej1,ai3,yi4
翹,gjew1,kiu4,qiao2
翹,gjew3,giu6,qiao4
翻,phjwon1,faan1,fan1
翼,yik4,jik6,yi4
翽,xwaj3,wai3,hui4
翿,daw1,tou4,dao4
耀,yew3,jiu6,yao4
老,law2,lou5,lao3
考,khaw2,haau2,kao3
耄,maw3,mou6,mao4
者,tsyæ2,ze2,zhe3
耆,gij1,kei4,qi2
耇,kuw2,gau2,gou3
耋,det4,dit6,die2
而,nyi1,ji4,er2
耎,nywen2,jyun5,ruan3
耏,nyi1,ji4,er2
耏,noj3,noi6,nai4
耐,noj3,noi6,nai4
耒,lwij2,leoi6,lei3
耔,tsi2,zi2,zi3
耕,kɛng1,gaang1,geng1
耖,tshræw3,caau3,chao4
耗,xaw3,hou3,hao4
耘,hjun1,wan4,yun2
耜,zi2,zi6,si4
耠,hop4,hap6,huo1
耡,dzrjo1,co4,chu2
耤,dzjek4,zik6,ji2
